chapter,verse,question,answer
18,24,"What had he become","Sad"
18,24,"What did Jesus say","“How difficult it is for those who have wealth to enter the kingdom of God”"
18,24,"For whom is it difficult","Those who have wealth (to enter the kingdom of God)"
18,24,"What is it","Difficult (for those who have wealth to enter the kingdom of God)"
18,25,"What is it","Easier for a camel to go through the eye of a needle (than for a rich person to enter the kingdom of God)"
18,25,"Through what is it easier for a camel to go (than for a rich person to enter the kingdom of God)","The eye of a needle"
18,25,"For what is it easier to go through the eye of a needle (than for a rich person to enter the kingdom of God)","(A) Camel"
18,26,"Who said","Those who heard it"
18,26,"What did those who heard it say","“Then who can be saved”"
18,27,"What did he say","“What is impossible with man is possible with God”"
18,27,"What is possible with God","What is impossible with man"
18,27,"With whom is what is impossible with man possible","God"
18,28,"Who said","Peter"
18,28,"What did Peter say","“See, we have left our homes and followed you”"
18,28,"See what","We have left our homes and followed you"
18,28,"What have we left","Our homes"
18,29,"What did he say","“Truly, I say to you, there is no one who has left house or wife or brothers or parents or children, for the sake of the kingdom of God”"
18,29,"How do I say","Truly"
18,29,"What do I say (to you)","There is no one who has left house or wife or brothers or parents or children, for the sake of the kingdom of God"
18,31,"Taking whom did he say","The twelve"
18,31,"What did he say","“See, we are going up to Jerusalem, and everything that is written about the Son of Man by the prophets will be accomplished”"
18,31,"See what","We are going up to Jerusalem"
18,31,"To where are we going up","Jerusalem"
18,31,"What will be accomplished","Everything that is written about the Son of Man"
18,32,"What will he be","Delivered over to the Gentiles and (will be) mocked and shamefully treated and spit upon"
18,32,"To whom will he be delivered over","The gentiles"
18,33,"After when will they kill him","Flogging him"
18,33,"On when will he rise","The third day"
18,34,"What did they understand","None of these things"
18,34,"What was hidden from them","This saying"
18,34,"What did they not grasp","What was said"
18,35,"As what was a blind man sitting by the roadside begging","He drew near to Jericho"
18,35,"To where did he draw near","Jericho"
18,35,"Who was sitting by the roadside begging","(A) Blind man"
18,35,"By what was a blind man sitting","The roadside"
18,36,"Hearing what did he inquire what this meant","(A) Crowd going by"
18,36,"What did he inquire","What this meant"
18,37,"What did they tell him","“Jesus of Nazareth is passing by”"
18,37,"Who is passing by","Jesus of Nazareth"
18,38,"What did he cry out","“Jesus, Son of David, have mercy on me”"
18,38,"Who have mercy on me","Jesus, Son of David"
18,38,"Have what","Mercy (on me)"
18,39,"Who rebuked him (telling him to be silent)","Those who were in front"
18,39,"How did he cry out","All the more"
18,39,"What did he cry out (all the more)","“Son of David, have mercy on me”"
18,39,"Who have mercy on me","Son of David"
18,39,"Have what","Mercy (on me)"
18,40,"Who stopped and commanded him to be brought","Jesus"
18,40,"What did Jesus command him to be","Brought (to him)"
18,40,"When did he ask","When he came near"
18,41,"What did he say","“Lord, let me recover my sight”"
18,41,"Who let me recover my sight","Lord"
18,41,"What let me recover","My sight"
18,42,"Who said","Jesus"
18,42,"What did Jesus say","“Recover your sight; your faith has made you well”"
18,42,"Recover what","Your sight"
18,42,"What has made you well","Your faith"
18,43,"How did he recover his sight [OR When did he recover his sight]","Immediately"
18,43,"What did he recover","His sight"
18,43,"To whom did all the people give praise [OR Glorifying whom did he follow him]","God"
18,43,"Who gave praise to God","All the people"
18,43,"When did all the people give praise to God","When they saw it"
19,1,"Where did he enter","Jericho"
19,2,"Who was there (was a chief tax collector and was rich)","(A) Man named Zacchaeus"
19,2,"What was he","(A) Chief tax collector OR Rich"
19,3,"What was he","Seeking to see who Jesus was OR Small in stature"
19,3,"Why could he not","On account of the crowd OR Because he was small in stature"
19,3,"In what was he small","Stature"
19,4,"Where did he run","On ahead"
19,4,"Into what did he climb up","(A) Sycamore tree"
19,4,"Why did he climb up into a sycamore tree (run on ahead and)","To see him OR For he was about to pass that way"
19,4,"Where was he about to pass","That way"
19,5,"When did he look up and say","When Jesus came to the place"
19,5,"Who came (to the place, he looked up and said to him]","Jesus"
19,5,"To where did Jesus come","The place"
19,5,"What did he say (look up and)","“Zacchaeus, hurry and come down, for I must stay at your house today”"
19,5,"Who hurry and come down","Zacchaeus"
19,5,"Why hurry and come down","For I must stay at your house today"
19,5,"At what must I stay","Your house"
19,5,"When must I stay (at your house)","Today"
19,6,"How did he receive him","Joyfully"
19,7,"When did they all grumble","When they saw it"
19,7,"Who grumbled (saw it)","They all"
19,7,"What did they all grumble","“He has gone in to be the guest of a man who is a sinner”"
19,7,"Why has he gone in","To be the guest of a man who is a sinner"
19,7,"Who is a sinner","(A) Man"
19,7,"What is a man","(A) Sinner"
19,8,"Who stood and said","Zacchaeus"
19,8,"To whom did Zacchaeus say (stand and)","The Lord"
19,8,"What do I give (to the poor)","The half of my goods"
19,8,"To whom do I give the half of my goods","The poor"
19,8,"If what do I restore it fourfold","I have defrauded anyone of anything"
19,8,"How do I restore it if I have defrauded anyone of anything","Fourfold"
19,9,"Who said","Jesus"
19,9,"What did Jesus say","“Today salvation has come to this house, since he also is a son of Abraham”"
19,9,"When has salvation come to this house","Today"
19,9,"What has come to this house","Salvation"
19,9,"To what has salvation come","This house"
19,9,"Why has salvation come to this house","Since he also is a son of Abraham"
19,9,"Who is he (also) [OR What is he]","(A) Son of Abraham"
19,9,"Of whom is he a son (also)","Abraham"
19,10,"Who came to seek and to save the lost","The Son of Man"
19,10,"Why did the Son of Man come","To seek and to save the lost"
19,10,"Whom did the Son of Man come to seek and to save","The lost"
19,11,"As what did he proceed to tell a parable","They heard these things"
19,11,"What did he proceed to tell","(A) Parable"
19,11,"What did they hear","These things"
19,11,"Why did he proceed to tell a parable","Because he was near to Jerusalem OR Because they supposed that the kingdom of God was to appear immediately"
19,11,"To where was he near","Jerusalem"
19,11,"What did they suppose","That the kingdom of God was to appear immediately"
19,11,"How did they suppose the kingdom of God was to appear [OR When did they suppose the kingdom of God was to appear]","Immediately"
19,12,"What did he say","“A nobleman went into a far country to receive for himself a kingdom and then return”"
19,12,"Who went into a far country","(A) Nobleman"
19,12,"Into where did a nobleman go","(A) Far country"
19,12,"Why did a nobleman go into a far country","To receive for himself a kingdom (and then return)"
19,13,"Calling whom did he give them ten minas","Ten of his servants"
19,13,"What did he give them","Ten minas"
19,13,"What did he say","‘Engage in business until I come’"
19,13,"In what engage","Business"
19,13,"Until when engage in business","I come"
19,14,"Who hated him and sent a delegation after him (saying)","His citizens"
19,14,"Whom did his citizens send [OR What did his citizens send]","(A) Delegation"
19,14,"Saying what did his citizens send a delegation (after him, hate him and)","‘We do not want this man to reign over us’"
19,14,"Whom do we not want to reign over us","This man"
19,15,"When did he order these servants to whom he had given the money to be called (to him)","When he returned OR Having received the kingdom"
19,15,"Having what he ordered these servants to be called (to whom he had given the money)","Received the kingdom"
19,15,"Whom did he order to be called (to him) [OR To whom had he given the money]","These servants"
19,15,"What had he given these servants","The money"
19,15,"What did he order these servants to be (to whom he had given the money)","Called (to him)"
19,15,"Why did he order these servants to be called (to him, to whom he had given the money)","That he might know what they had gained by doing business"
19,15,"What might he know","What they had gained by doing business"
19,16,"Who came before him (saying)","The first"
19,16,"Saying what did the first come before him","‘Lord, your mina has made ten minas more’"
19,16,"What has made ten minas more","Your mina"
19,17,"What did he say","‘Well done, good servant! Because you have been faithful in a very little, you shall have authority over ten cities’"
19,17,"Why shall you have authority (over ten cities)","Because you have been faithful in a very little"
19,17,"What have you been","Faithful"
19,17,"In what have you been faithful","(A) Very little"
19,17,"What shall you have","Authority"
19,17,"Over what shall you have authority","Ten cities"
19,18,"Who came","The second"
19,18,"Saying what did the second come","‘Lord, your mina has made five minas’"
19,18,"What has made five minas","Your mina"
19,19,"What did he say","‘And you are to be over five cities’"
19,19,"Over what are you to be","Five cities"
19,20,"Who came","Another"
19,20,"Saying what did another come","‘Lord, here is your mina, which I kept laid away in a handkerchief’"
19,20,"What is here [OR What did I keep laid away]","Your mina"
19,20,"In what did I keep your mina laid away","(A) Handkerchief"
19,21,"What was I","Afraid (of you)"
19,21,"Why was I afraid of you","Because you are a severe man"
19,21,"Who are you [OR What are you]","(A) Severe man"
19,21,"What do you take","What you did not deposit"
19,21,"What do you reap","What you did not sow"
19,22,"What did he say","‘I will condemn you with your own words, you wicked servant! You knew that I was a severe man, taking what I did not deposit and reaping what I did not sow’"
19,22,"With what will I condemn you","Your own words"
19,22,"Whom will I condemn","You wicked servant"
19,24,"To whom did he say","Those who stood by"
19,24,"What did he say","‘Take the mina from him, and give it to the one who has the ten minas’"
19,24,"Take what (and give it)","The mina (from him)"
19,24,"To whom give it [OR Who has ten minas]","The one"
19,24,"What does the one have","Ten minas"
19,25,"What did they say","‘Lord, he has ten minas’"
19,25,"What does he have","Ten minas"
19,26,"What do I tell you","That to everyone who has, more will be given, but from the one who has not, even what he has will be taken away"
19,26,"To whom will more be given","Everyone who has"
19,26,"What will be given (to everyone who has)","More"
19,26,"From whom will even what he has be taken away","The one who has not"
19,26,"What will be taken away (from the one who has not)","(Even) What he has"
19,26,"Where will what he has be taken","Away"
19,27,"As for whom, bring them here (and slaughter them before me) [OR Who did not want me to reign over them]","These enemies of mine"
19,28,"When did he go on ahead","When he had said these things"
19,28,"What had he said","These things"
19,28,"Where did he go [OR Going where did he go]","On ahead OR (Going up to) Jerusalem"
19,29,"When did he send two of the disciples","When he drew near to Bethphage and Bethany"
19,29,"To where did he draw near","Bethphage and Bethany"
19,29,"At where did he send two of the disciples","(Draw near to) Bethphage and Bethany OR The mount that is called Olivet"
19,29,"Whom did he send","Two of the disciples"
19,30,"Into where go [OR Where will you find a colt tied]","The village in front of you"
19,30,"What will you find (tied) [OR On what has no one ever yet sat]","(A) Colt"
19,31,"If what shall you say this","Anyone asks you ‘Why are you untying it’"
19,31,"What shall you say if anyone asks you","(This) ‘The Lord has need of it’"
19,31,"Who has need of it","The Lord"
19,32,"Who went away and found it just as he had told them","Those who were sent"
19,32,"Where did those who were sent go","Away"
19,32,"As what did those who were sent find it","Just as he had told them"
19,33,"As what did its owners say","They were untying the colt"
19,33,"What were they untying","The colt"
19,33,"Who said","Its owners"
19,33,"What did its owners say","“Why are you untying the colt”"
19,34,"What did they say","“The Lord has need of it”"
19,34,"Who has need of it","The Lord"
19,35,"To whom did they bring it [OR Whom did they set on it]","Jesus"
19,35,"Throwing what did they set Jesus on it","Their cloaks (on the colt)"
19,36,"As what did they spread their cloaks on the road","He rode along"
19,36,"What did they spread (on the road)","Their cloaks"
19,36,"On what did they spread their cloaks","The road"
19,37,"As what did the whole multitude of his disciples begin to rejoice","He was drawing near"
19,37,"Who began to rejoice and praise God","The whole multitude of his disciples"
19,37,"What did the whole multitude of his disciples begin","To rejoice and praise God"
19,37,"Whom did the whole multitude of his disciples begin to praise","God"
19,37,"With what did the whole multitude of his disciples begin to praise God (rejoice and)","(A) Loud voice"
19,37,"For what did the whole multitude of his disciples begin to praise God (rejoice and) [OR What had they seen]","All the mighty works (that they had seen)"
19,38,"Who is blessed [OR Who comes in the name of the Lord]","The King (who comes in the name of the Lord)"
19,38,"In what does the King come","The name of the Lord"
19,39,"Who said","Some of the Pharisees (in the crowd)"
19,39,"In what were some of the Pharisees [OR In whom were some of the Pharisees]","The crowd"
19,39,"What did some of the Pharisees say","“Teacher, rebuke your disciples”"
19,39,"Who rebuke your disciples","Teacher"
19,39,"Rebuke whom","Your disciples"
19,40,"What did he answer","“I tell you, if these were silent, the very stones would cry out”"
19,40,"What do I tell you","If these were silent, the very stones would cry out"
19,40,"If what would the very stones cry out","These were silent"
19,40,"What would cry out if these were silent","The very stones"
19,41,"When did he weep over it","When he drew near and saw the city"
19,41,"What did he see (wept over it)","The city"
19,42,"What are they","Hidden from your eyes (now)"
19,42,"What make for peace","The things"
19,42,"For what do the things make","Peace"
19,42,"From what are they hidden","Your eyes (now)"
19,43,"What will come upon you [OR When will come upon you OR When will your enemies set up a barricade around you and surround you and hem you in on every side]","The days"
19,43,"Who will set up a barricade (around you and surround you and hem you in)","Your enemies"
19,43,"What will your enemies set up","(A) Barricade"
19,43,"On what will your enemies hem you in","Every side"
19,44,"What will they not leave","One stone upon another"
19,44,"Upon what will they not leave one stone","Another"
19,44,"Why will they not leave one stone upon another (in you)","Because you did not know the time of your visitation"
19,44,"What did you not know","The time of your visitation"
19,45,"Where did he enter","The temple"
19,45,"What did he begin","To drive out those who sold"
19,45,"Whom did he begin to drive out","Those who sold"
19,46,"What is it written","‘My house shall be a house of prayer’"
19,46,"What shall be a house of prayer","My house"
19,46,"Of what shall my house be a house","Prayer"
19,46,"What have you made it","(A) Den of robbers"
19,46,"Of whom have you made it a den","Robbers"
19,47,"How was he teaching [OR When was he teaching]","Daily"
19,47,"In where was he teaching (daily)","The temple"
19,47,"Who were seeking to destroy him","The chief priests and the scribes and the principal men of the people"
19,47,"What were the chief priests and the scribes and the principal men of the people seeking","To destroy him"
19,48,"What did they not find","Anything they could do"
19,48,"Why did they not find anything they could do","For all the people were hanging on his words"
19,48,"Who were hanging on his words","All the people"
19,48,"On what were all the people hanging","His words"
20,1,"When did the chief priests and the scribes with the elders come up","One day OR As Jesus was teaching the people in the temple and preaching the gospel"
20,1,"Who was teaching the people and preaching the gospel (in the temple)","Jesus"
20,1,"Whom was Jesus teaching","The people"
20,1,"In where was Jesus teaching the people","The temple"
20,1,"What was Jesus preaching","The gospel"
20,1,"Who came up","The chief priests and the scribes with the elders"
20,1,"With whom did the chief priests and the scribes come up","The elders"
20,2,"What tell us","By what authority you do these things or who it is that gave you this authority"
20,3,"What did he answer","“I also will ask you a question. Now tell me”"
20,3,"What will I ask you (also)","(A) Question"
20,5,"With whom did they discuss it","One another"
20,5,"Saying what did they discuss it (with one another)","“If we say ‘From heaven,’ he will say, ‘Why did you not believe him’”"
20,5,"If what will he say ‘Why did you not believe him’","We say ‘From heaven’"
20,5,"What will he say if we say ‘From heaven’","‘Why did you not believe him’"
20,6,"If what will all the people stone us to death","We say ‘From man’"
20,6,"Who will stone us to death (if we say ‘From man’)","All the people"
20,6,"To what will all the people stone us if we say ‘From man’","Death"
20,6,"Why will all the people stone us if we say ‘From man’","For they are convinced that John was a prophet"
20,6,"What are they","Convinced that John was a prophet"
20,7,"What did they answer","That they did not know where it came from"
20,8,"Who said","Jesus"
20,8,"What did Jesus say","“Neither will I tell you by what authority I do these things”"
20,9,"What did he begin to tell the people","This parable OR “A man planted a vineyard and let it out to tenants and went into another country for a long while"
20,9,"Whom did he begin to tell this parable","The people"
20,9,"Who planted a vineyard and let it out to tenants and went (into another country)","(A) Man"
20,9,"What did a man plant","(A) Vineyard"
20,9,"To whom did a man let it out","Tenants"
20,9,"Into where did a man go","Another country"
20,9,"For when did a man go into another country","(A) Long while"
20,10,"When did he send a servant (to the tenants)","When the time came"
20,10,"Whom did he send","(A) Servant"
20,10,"To whom did he send a servant [OR Who beat him and sent him away empty-handed]","The tenants"
20,10,"Why did he send a servant (to the tenants)","So that they would give him some of the fruit of the vineyard"
20,10,"How did the tenants send him away","Empty-handed"
20,10,"Where did the tenants send him","Away"
20,11,"Whom did he send","Another servant"
20,11,"How did they treat him","Shamefully"
20,11,"Where did they send him","Away"
20,11,"How did they send him away","Empty-handed"
20,12,"Whom did he send [OR Whom did they wound and cast out]","(Yet) A third OR This one"
20,13,"Who said","The owner of the vineyard"
20,13,"What did the owner of the vineyard say","‘What shall I do; I will send my beloved son; perhaps they will respect him’"
20,13,"Whom will I send","My beloved son"
20,14,"When did they say (to themselves)","When the tenants saw him"
20,14,"Who saw him (said)","The tenants"
20,14,"What did the tenants say","‘This is the heir. Let us kill him, so that the inheritance may be ours’"
20,14,"Who is this","The heir"
20,14,"Why let us kill him","So that the inheritance may be ours"
20,14,"What may be ours","The inheritance"
20,15,"Out of what did they throw him","The vineyard"
20,16,"Whom will he destroy","Those tenants"
20,16,"What will he give to others","The vineyard"
20,16,"To whom will he give the vineyard","Others"
20,16,"When did they say","When they heard this"
20,16,"What did they say","“Surely not”"
20,17,"How did he look at them","Directly"
20,17,"What did he say","“What then is this that is written; ‘The stone that the builders rejected has become the cornerstone’”"
20,17,"What has become the cornerstone","The stone that the builders rejected"
20,18,"Who will be broken to pieces","Everyone who falls on that stone"
20,18,"To what will everyone who falls on that stone be broken","Pieces"
20,18,"When will it crush him","When it falls on anyone"
20,19,"Who sought to lay hands on him","The scribes and the chief priests"
20,19,"What did the scribes and the chief priests seek","To lay hands on him"
20,19,"At when did the scribes and the chief priests seek to lay hands on him","That very hour"
20,19,"Why did the scribes and the chief priests seek to lay hands on him (at that very hour)","For they perceived that he had told this parable against them"
20,19,"What did they perceive","That he had told this parable against them"
20,19,"What had he told","This parable"
20,19,"Whom did they fear","The people"
20,20,"Whom did they send [OR Who pretended to be sincere]","Spies"
20,20,"Why did they send spies","That they might catch him in something he said OR So as to deliver him up to the authority and jurisdiction of the governor"
20,20,"In what might they catch him","Something he said"
20,21,"What did they ask (him)","“Teacher, we know that you speak and teach rightly and show no partiality, but truly teach the way of God”"
20,21,"What do we know","That you speak and teach rightly (and show no partiality, but truly teach the way of God)"
20,21,"How do you teach (and speak)","Rightly OR Truly"
20,21,"What do you show","No partiality"
20,21,"What do you teach","The way of God"
20,23,"What did he perceive","Their craftiness"
20,24,"What show me","(A) Denarius"
20,24,"What did they say","“Caesar’s”"
20,25,"What did he say","“Then render to Caesar the things that are Caesar’s, and to God the things that are God’s”"
20,25,"To whom render","Caesar OR God"
20,25,"What render","The things that are Caesar’s OR The things that are God’s"
20,26,"What were they not able","To catch him"
20,26,"In what were they not able to catch him","The presence of the people OR What he said"
20,26,"What did they become","Silent"
20,27,"Who came (to him) [OR Who deny that there is a resurrection]","Some Sadducees"
20,27,"What do those deny (Sadducees deny)","That there is a resurrection."
20,28,"What did they ask him","(A) Question"
20,28,"Saying what did they ask him a question","“Teacher, Moses wrote for us that if a man’s brother dies, having a wife but no children, the man must take the widow an raise up offspring for his brother”"
20,28,"Who wrote","Moses"
20,28,"What did Moses write","That if a man’s brother dies, having a wife but no children, the man must take the widow and raise up offspring for his brother"
20,28,"If what must the man take the widow and raise up offspring for his brother","(A) Man’s brother dies, having a wife but no children"
20,28,"Who must take the widow and raise up offspring for his brother (if a man’s brother dies)","The man"
20,28,"Whom must the man take (if a man’s brother dies)","The widow"
20,28,"Whom must the man raise up (if a man’s brother dies)","Offspring"
20,28,"For whom must a man raise up offspring (if a man’s brother dies)","His brother"
20,29,"Who were there","Seven brothers"
20,29,"Who took a wife (and died without children)","The first"
20,29,"Whom did the first take","(A) Wife"
20,29,"Without whom did the first die","Children"
20,31,"Who took her","The third"
20,31,"Who left no children and died","All seven"
20,31,"Whom did all seven leave","No children"
20,32,"When did the woman die (also)","Afterward"
20,32,"Who died","The woman"
20,33,"Who had her","The seven"
20,33,"As whom did the seven have her","Wife"
20,34,"Who said","Jesus"
20,34,"What did Jesus say","“The sons of this age marry and are given in marriage”"
20,34,"Who marry (and are given in marriage)","The sons of this age"
20,35,"Who neither marry nor are given in marriage","Those who are considered worthy to attain to that age"
20,36,"To whom are they equal","Angels"
20,36,"Who are they","Sons of God"
20,36,"Being what are they equal to angels (and are sons of God)","Sons of the resurrection"
20,37,"Who are raised","The dead"
20,37,"Who showed","(Even) Moses"
20,37,"In what did Moses show (that the dead are raised)","The passage about the bush"
20,37,"What does Moses show (even)","That the dead are raised"
20,37,"Whom does he call the God of Abraham and the God of Isaac and the God of Jacob","The Lord"
20,38,"Who is he","Not God of the dead, but of the living"
20,38,"Of whom is he God","Not (of) the dead OR The living"
20,38,"Why is he not God of the dead, but of the living","For all live to him"
20,39,"Who answered","Some of the scribes"
20,39,"What did some of the scribes answer","“Teacher you have spoken well”"
20,39,"How have you spoken","Well"
20,39,"Who has spoken well (have spoken well)","You, teacher"
20,40,"When did they dare to ask him any question","No longer"
20,40,"What did they no longer dare to ask him","Any question"
20,41,"What did he say","“How can they say that the Christ is David’s son”"
20,42,"Who says","David (himself)"
20,42,"In what does David say","The Book of Psalms"
20,42,"What does David say","“The Lord said to my Lord, sit at my right hand”"
20,42,"Who said to my Lord","The Lord"
20,42,"To whom did the Lord say","My Lord"
20,42,"At where sit","My right hand"
20,45,"In what did he say","The hearing of all the people"
20,45,"To whom did he say","His disciples"
20,46,"Of whom beware [OR Who like to walk around in long robes]","The scribes"
20,46,"In what do the scribes like to walk around","Long robes"
20,46,"What do the scribes love","Greetings OR The best seats OR The places of honor"
20,46,"In where do the scribes love greetings","The marketplaces"
20,46,"In where do the scribes love the best seats","The synagogues"
20,46,"At what do the scribes love the places of honor","Feasts"
20,47,"What will they receive","The greater condemnation"
21,1,"Who looked up and saw the rich putting their gifts into the offering box","Jesus"
21,1,"Whom did Jesus see","The rich"
21,1,"What did Jesus see the rich putting into the offering box","Their gifts"
21,1,"Into what did Jesus see the rich putting their gifts","The offering box"
21,2,"Whom did he see","(A) Poor widow"
21,2,"What did he see a poor widow put in","Two small copper coins"
21,3,"What did he say","“Truly, I tell you, this poor widow has put in more than all of them”"
21,3,"How do I tell you","Truly"
21,3,"What do I tell you","This poor widow has put in more than all of them"
21,3,"Who has put in more than all of them","This poor widow"
21,3,"What has this poor widow put in","More than all of them"
21,4,"Who contributed out of their abundance","They all"
21,4,"Out of what did they all contribute","Their abundance"
21,4,"Out of what did she put in all she had to live on","Her poverty"
21,4,"What did she put in","All she had to live on"
21,5,"When did he say","While some were speaking of the temple"
21,5,"Of what were some speaking","The temple OR How it was adorned with noble stones and offerings"
21,5,"Who were speaking of the temple","Some"
21,5,"What was it","Adorned (with noble stones and offerings)"
21,5,"With what was it adorned","Noble stones and offerings"
21,6,"As for what will the days come when there will not be left here one stone upon another","These things that you see"
21,6,"What will come [OR When will there not be left here one stone upon another]","The days"
21,6,"What will not be left (here)","One stone upon another that will not be thrown down"
21,6,"Upon what will there not be left one stone","Another"
21,7,"What did they ask (him)","“Teacher, when will these things be, and what will be the sign when these things are about to take place”"
21,8,"What did he say","“See that you are not led astray. For many will come in my name, saying, ‘I am he!’ And, ‘The time is at hand!’ Do not go after them”"
21,8,"See what","That you are not led astray"
21,8,"Who will come in my name","Many"
21,8,"In what will many come","My name"
21,8,"Saying what will many come in my name","‘I am he!’ OR ‘The time is at hand!’"
21,8,"Do not what","Go after them"
21,9,"When do not be terrified","When you hear of wars and tumults"
21,9,"Do not what","Be terrified"
21,9,"Why do not be terrified","For these things must first take place (but the end will not be at once)"
21,9,"What must take place","These things"
21,9,"When must these things take place","First"
21,9,"What will not be at once","The end"
21,9,"At what will the end not be","Once"
21,10,"What did he say","“Nation will rise against nation, and kingdom against kingdom”"
21,10,"What will rise against nation","Nation"
21,10,"What will rise against kingdom","Kingdom"
21,10,"Against what will nation rise","Nation"
21,10,"Against what will kingdom rise","Kingdom"
21,11,"What will there be","Great earthquakes OR Terrors and great signs from heaven OR Famines and pestilences"
21,11,"In where will there be famines and pestilences","Various places"
21,11,"From where will there be great signs","Heaven"
21,12,"Before when will they lay their hands on you and persecute you","All this"
21,12,"What will they lay","Their hands (on you)"
21,12,"What will you be","Brought before kings and governors"
21,12,"Before whom will you be brought","Kings and governors"
21,12,"Why will you be brought before kings and governors","For my name’s sake"
21,13,"What will this be","Your opportunity (to bear witness)"
21,13,"To bear what will this be your opportunity","Witness"
21,14,"In what settle it","Your minds"
21,14,"When settle it in your minds not to meditate","Beforehand"
21,14,"What settle in your minds","Not to meditate beforehand how to answer"
21,15,"What will I give you [OR What will none of your adversaries be able to withstand or contradict]","(A) Mouth and wisdom"
21,15,"Who will be able to withstand or contradict","None of your adversaries"
21,16,"What will you be","Delivered up"
21,16,"By whom will you be delivered up","(Even) Parents and brothers and relatives and friends"
21,16,"Whom will they put to death","Some of you"
21,16,"To what will they put some of you","Death"
21,17,"What will you be","Hated"
21,17,"By whom will you be hated","All"
21,17,"Why will you be hated by all","For my name’s sake"
21,18,"What will perish","Not a hair of your head"
21,19,"By what will you gain your lives","Your endurance"
21,19,"What will you gain (by your endurance)","Your lives"
21,20,"When know that its desolation has come near","When you see Jerusalem surrounded by armies"
21,20,"Know what","That its desolation has come near"
21,20,"What has come near (when you see Jerusalem surrounded by armies)","Its desolation"
21,21,"Let whom flee","Those who are in Judea"
21,21,"To where let those who are in Judea flee","The mountains"
21,21,"Let whom depart","Those who are inside the city"
21,21,"Let whom not enter it","Those who are out in the country"
21,21,"Where are those","In Judea OR Inside the city OR Out in the country"
21,22,"What are these","Days of vengeance"
21,22,"Of what are these days","Vengeance"
21,22,"Why are these days of vengeance","To fulfill all that is written"
21,23,"What will there be","Great distress upon the earth and wrath against this people"
21,23,"Upon where will there be great distress","The earth"
21,23,"Against whom will there be wrath","This people"
21,24,"By what will they fall","The edge of the sword"
21,24,"Among whom will they be led captive","All nations"
21,24,"What will be trampled underfoot","Jerusalem"
21,24,"By whom will Jerusalem be trampled underfoot","The Gentiles"
21,24,"Until when will Jerusalem be trampled underfoot","The times of the Gentiles are fulfilled"
21,25,"What will there be","Signs in the sun and moon and stars, and on the earth distress of nations in perplexity"
21,25,"In what will there be signs","Sun and moon and stars"
21,25,"On where will there be distress [OR On what will there be distress]","The earth"
21,25,"In what will there be distress of nations","Perplexity"
21,25,"Why will there be distress (of nations in perplexity)","Because of the roaring of the sea and the waves"
21,26,"What will be shaken","The powers of the heavens"
21,27,"Whom will they see [OR What will they see]","The Son of Man (coming in a cloud)"
21,27,"In what will they see the Son of Man coming","(A) Cloud"
21,27,"With what will they see the Son of Man coming","Power and great glory"
21,28,"When straighten up and raise your heads","When these things begin to take place"
21,28,"Raise what","Your heads"
21,28,"Why straighten up and raise your heads","Because your redemption is drawing near"
21,28,"What is drawing near","Your redemption"
21,29,"What did he tell them","(A) Parable OR “Look at the fig tree, and all the trees”"
21,29,"At what look","The fig tree and all the trees"
21,30,"In what do they come out","Leaf"
21,30,"When do you see for yourselves and know that the summer is already near","(As) Soon as they come out in leaf"
21,30,"What is near [OR What do you see for yourselves and know is already near]","The summer"
21,31,"When do you know that the kingdom of God is near","When you see these things taking place"
21,31,"What do you know","That the kingdom of God is near"
21,31,"What is near","The kingdom of God"
21,31,"What do you see taking place","These things"
21,32,"How do I say","Truly"
21,32,"What do I say","This generation will not pass away until all has taken place"
21,32,"Who will not pass away until all has taken place [OR What will not pass away until all has taken place]","This generation"
21,32,"Until when will this generation not pass away","All has taken place"
21,33,"What will pass away","Heaven and earth OR Not my words"
21,34,"Why watch yourselves","Lest your hearts be weighed down with dissipation and drunkenness and cares and that day come upon you suddenly"
21,35,"Upon whom will it come","All who dwell on the face of the whole earth"
21,36,"Stay what","Awake"
21,36,"At when stay awake","All times"
21,36,"Praying what stay awake","That you may have strength to escape all these things that are going to take place and to stand before the Son of Man"
21,37,"When was he teaching in the temple","Every day"
21,37,"In where was he teaching","The temple"
21,37,"At when did he go out and lodge on the mount called Olivet","Night"
21,37,"On where did he lodge (at night)","The mount called Olivet"
21,38,"When did all the people come (to him)","Early in the morning"
21,38,"Who came (to him)","All the people"
21,38,"In where did all the people come (to him)","The temple"
21,38,"Why did all the people come (to him, in the temple)","To hear him"
22,1,"What drew near [OR What is called the Passover]","The Feast of Unleavened Bread"
22,2,"Who were seeking how to put him to death","The chief priests and the scribes"
22,2,"What were the chief priests and the scribes seeking","How to put him to death"
22,2,"Why were the chief priests and the scribes seeking how to put him to death","For they feared the people"
22,2,"Whom did they fear","The people"
22,3,"Who entered into Judas called Iscariot","Satan"
22,3,"Into whom did Satan enter [OR Who was of the number of the twelve]","Judas called Iscariot"
22,3,"Of what was Judas called Iscariot","The number of the twelve"
22,4,"Where did he go","Away"
22,4,"With whom did he confer","The chief priests and officers"
22,4,"What did he confer with the chief priests and officers","How he might betray him to them"
22,5,"What were they","Glad"
22,5,"What did they agree to give him","Money"
22,6,"What did he seek","(An)opportunity to betray him to them"
22,7,"What came [OR On when did the Passover Lamb have to be sacrificed]","The day of Unleavened Bread"
22,7,"What had to be sacrificed","The Passover lamb"
